id,title,content,content_more,latitude,longitude,maplink,address,monday,tuesday,wednesday,thursday,friday ,saturday,sunday,contact,category,fee,in_outDoor,rating,website_link,photo_main,is_published,published_date,user
11,Jubilee Clock Tower,"The Jubilee Clock Tower stands as a time-honored tribute to Queen Victoria's Diamond Jubilee in 1897. Rising 60 feet tall, symbolizing the 60 years of her reign, this tower near Fort Cornwallis is a beautiful blend of Moorish","and British colonial architecture. Its four-sided clock has been ticking through history, witnessing Penang's transformation from a colonial outpost to a modern city. Though the tower leans slightly due to bombing during World War II, its charm and historical significance remain undiminished, making it an enduring symbol of Penang’s colonial legacy and resilience.",5.4201493,100.3048143,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.984169235933!2d100.34202501744385!3d5.419374900000018!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3bcb22a7f73%3A0xd108b1a9d66be45!2zSnViaWxlZSBDbG9jayBUb3dlciAoTWVuYXJhIEphbSBKdWJsaS8g4K6c4K-C4K6q4K6_4K6y4K6_IOCuleCun-Cuv-CuleCuvuCusCDgrpXgr4vgrqrgr4HgrrDgrq7gr40vIOmTtuemp-mSn-alvCk!5e0!3m2!1sen!2smy!4v1729918776749!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Georgetown, 10200 George Town, Penang",Open,Open,Open,Open,Open,Open,Open,-,Cultural Heritage,Free,Outdoor ,4.2,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFqWqEpI7GHoUTdL2APhr97wQBxsDscYmRcg&s,1,9/11/2024 14:55,1
12,Penang Heritage Trust,"The Penang Heritage Trust (PHT) was established in 1986 as a charitable NGO, dedicated to promoting Penang's cultural and built heritage. Its objectives are to promote the conservation of Penang's heritage, to facilitate cultu","ral educational programmes, to organize public awareness programmes, and to cooperate with other like-minded organizations in Malaysia and abroad.",5.4178627,100.3415149,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.9937581212525!2d100.34155559999998!3d5.417916700000008!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38f011cfdfd%3A0xa76a2dd3c0ef7379!2sPenang%20Heritage%20Trust!5e0!3m2!1sen!2smy!4v1729918795943!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","26, Church St, Georgetown, 10200 George Town, Penang",9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,Closed,Closed,04-264 2631,Cultural Heritage,Free,Indoor,4.5,-,https://www.pht.org.my/wp-content/uploads/2013/02/PHT@touch-up-225x300.jpg ,1,10/11/2024 14:55,1
13,Penang Town Hall,"The City Hall is the local government headquarters of George Town within the Malaysian state of Penang. Built by the British, it now serves as the seat of the Penang Island City Council and was previously the seat of the Georg","e Town City Council.
Both the City Hall and the Town Hall are located at Esplanade Road, overlooking the historic parade ground (the Padang) within the Esplanade. The buildings are also situated within George Town's UNESCO World Heritage Site.",5.4213485,100.339213,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.9723048396554!2d100.33896791744385!3d5.421178600000007!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac38577f71ef9%3A0xb392edb17a022d33!2sPenang%20Town%20Hall!5e0!3m2!1sen!2smy!4v1729918839367!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""","LOT 70, Jalan Padang Kota Lama, SEKSYEN 19, 10200 George Town, Pulau Pinang",8:00 am–5:00 pm,8:00 am–5:00 pm,8:00 am–5:00 pm,8:00 am–5:00 pm,8:00 am–5:00 pm,8:00 am–5:00 pm,8:00 am–5:00 pm,-,Cultural Heritage,Free,Indoor&Outdoor,4.4,-,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOm8Uec_4nAJxb4c1mExtLraUUxM520wpswQ&s,1,11/11/2024 14:55,1
14,Loo Pun Hong,"Loo Pun Hong may not have the grand facades of Penang’s larger temples, but what it lacks in size, it more than makes up for in charm and historical significance. This small but venerable Taoist temple, hidden among the heri","tage shophouses of George Town, is dedicated to the God of Medicine. Locals have been visiting Loo Pun Hong for generations to seek blessings for health and well-being. With its humble architecture and the faint scent of incense wafting through the air, the temple offers a peaceful retreat from the city’s hustle. The temple’s history is intertwined with the local Chinese community’s dedication to preserving their spiritual traditions. Despite its modest size, Loo Pun Hong holds a deep spiritual resonance, embodying the quiet yet enduring devotion of its followers over the centuries.",5.4174235,100.3384523,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.985560184947!2d100.33644299999999!3d5.4191633999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac3905d11b65d%3A0x8ce968aae26147d5!2zTG9vIFB1biBIb25nIOmygeePreihjA!5e0!3m2!1sen!2smy!4v1729919039414!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Lorong Love, George Town, 10200 George Town, Pulau Pinang",9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,9:00 am–5:00 pm,Closed,Closed,04-261 1723,Cultural Heritage,Free,Indoor&Outdoor,4.3,-,https://eribi.gov.my/uploads/custom-images/ribi-sm-2023-10-16-09-11-52-8939.jpg ,1,12/11/2024 14:55,1
15,Tow Boo Kong Temple Butterworth,"Just across the strait in Butterworth, Tow Boo Kong Temple is a grand Taoist temple dedicated to the Nine Emperor Gods. Known for its opulent design, the temple is an architectural masterpiece, with intricately carved pillars,","towering dragon sculptures, and vibrant murals. During the Nine Emperor Gods Festival, the temple becomes a bustling center of activity, drawing devotees from across Malaysia for its elaborate rituals and processions. Its spiritual significance, combined with its visual grandeur, makes Tow Boo Kong a captivating cultural and religious landmark that showcases the rich tapestry of Taoism in Penang.",5.4402942,100.3876461,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3971.845176025054!2d100.3870353!3d5.4404680999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac4e7232dbefb%3A0xdfc500543702c30f!2sTow%20Boo%20Kong%20Temple!5e0!3m2!1sen!2smy!4v1729919055390!5m2!1sen!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","894 & 896, MK14, Jalan Raja Uda, 12300 Butterworth, Pulau Pinang",7:00 am–10:00 pm,7:00 am–10:00 pm,7:00 am–10:00 pm,7:00 am–10:00 pm,7:00 am–10:00 pm,7:00 am–10:00 pm,7:00 am–10:00 pm,04-331 8717,Cultural Heritage,Free,Indoor&Outdoor,4.5,-,https://www.mypenang.gov.my/uploads/page/22/images/Penang_CulturalHeritage_ButterworthArtWalk4.jpg,1,13/11/2024 14:55,1
16,Tropical Spice Garden,"Tropical Spice Garden is a botanical garden located in Penang, Malaysia, that is dedicated to showcasing the diversity and importance of the region's spices and herbs. The garden covers an area of eight acres and is home to a","wide variety of tropical plants, including over 500 species of herbs and spices from around the world.The garden is designed to be both beautiful and educational, with a range of attractions and activities for visitors of all ages. 

Tropical Spice Garden also offers a range of activities and workshops for visitors, including guided tours, cooking classes, and even a chance to make your own natural soap using herbs and spices from the garden.

Overall, Tropical Spice Garden is a must-visit destination for anyone interested in the natural beauty and rich cultural heritage of Penang and Malaysia. It's a unique and educational experience that offers something for everyone, whether you're a seasoned gardener, a foodie, or simply looking to relax and enjoy the beautiful surroundings.",5.4633228,100.2292156,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae86fd679b40f%3A0xc2cf26c63a2a271!2sTropical%20Spice%20Garden!5e0!3m2!1sms!2smy!4v1729918364188!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Lot 595 Mukim, 2, Jalan Teluk Bahang, Teluk Bahang, 11050 George Town, Pulau Pinang",9 am - 4:30 pm,9 am - 4:30 pm,9 am - 4:30 pm,9 am - 4:30 pm,9 am - 6 pm,9 am - 6 pm,9 am - 6 pm,012-4236797,Nature and Scenery,"Entrance Rates:
Adult - RM 28
Senior/Student - RM 20
Child - RM 15
Family - RM 75
Spice Fam - Free

Guided Tour (includes entrance rates):
Adult - RM 48
Senior/Student - RM 38
Child - RM 28
Spice Fam - RM 20",Indoor&Outdoor,4.6,http://www.tropicalspicegarden.com/,"https://ik.imagekit.io/tvlk/xpe-asset/AyJ40ZAo1DOyPyKLZ9c3RGQHTP2oT4ZXW+QmPVVkFQiXFSv42UaHGzSmaSzQ8DO5QIbWPZuF+VkYVRk6gh-Vg4ECbfuQRQ4pHjWJ5Rmbtkk=/1000754457517/Tropical-Spice-Garden-24fa753f-e445-4b27-8659-5f9c8fdcf308.jpeg?_src=imagekit&tr=c-at_max,h-750,q-100,w-1000",1,16/11/2024 14:55,1
17,Penang Hill,"Penang Hill is the oldest British hill station in Southeast Asia, dated late 1700’s. The highest peak of Penang Hill stand at 833 metres (2,732ft) above sea level. Penang Hill funicular train service started on October 1923","The current funicular trains is the 4th generation system which started its operation on 24th April 2011. The funicular track stretches a distance of 1,996 metres (1.99KM) from lower to Upper Station which is the longest in Asia. Penang Hill funicular tunnel, at 79 metres (258ft) long and 10feet (3.0m) wide with a steepness of 27.9degree, is the steepest tunnel track in the world. There are a total of 52 hill bungalows located on Penang Hill (42 of them are private-owned and 10 bungalows are state-owned). Most of them are more than 100 years old and Bel Retiro (Governors Bungalows) built in1789 is the oldest. Number of visitor to Penang Hill in 2016 exceed 1.6million.",5.407773,100.2773559,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac27afd798e41%3A0x9e1ba0c962cf8513!2sPenang%20Hill!5e0!3m2!1sms!2smy!4v1729918405425!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Penang Hill, Bukit Bendera, 11300 Bukit Bendera, Penang",8 am - 5 pm,8 am - 5 pm,8 am - 5 pm,8 am - 5 pm,8 am - 5 pm,Closed,Closed,04-8288880,Nature and Scenery,"MyKad/ MyKid/ MM2H/ i-Kad:
Children Ticket (4 - 12 Years Old)
Two-way ticket access 
- Normal Lane @ RM 8 
- Fast Lane @ RM 20

Adult Ticket (13 - 59 Years Old)
Two-way ticket access 
- Normal Lane @ RM 16
- Fast Lane @ RM 40

Senior Citizen Ticket (60 Years Old & Above)
Two-way ticket access 
- Normal Lane @ RM 8 
- Fast Lane @ RM 8

Standard:
Children Ticket (4 - 12 Years Old)
Two-way ticket access 
- Normal Lane @ RM 15 
- Fast Lane @ RM 40

Adult Ticket (13 - 59 Years Old)
Two-way ticket access 
- Normal Lane @ RM 30
- Fast Lane @ RM 80

Senior Citizen Ticket (60 Years Old & Above)
Two-way ticket access 
- Normal Lane @ RM 30 
- Fast Lane @ RM 60

One-Way Ticket:
Children Ticket (4 - 12 Years Old)
MyKid/ MM2H / i-Kad
- Normal Lane @ RM 4 
- Fast Lane @ RM 10

Adult Ticket (13 - 59 Years Old)
MyKad/ MM2H / i-Kad
- Normal Lane @ RM 8
- Fast Lane @ RM 25

Children Ticket (4 - 12 Years Old)
Standard 
- Normal Lane @ RM 8
- Fast Lane @ RM 20

Adult Ticket (13 - 59 Years Old)
Standard 
- Normal Lane @ RM 15
- Fast Lane @ RM 45",Outdoor,4.4,http://www.penanghill.gov.my/,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/9f/50/54/view-from-the-train-to.jpg?w=1200&h=-1&s=1,1,17/11/2024 14:55,1
18,The Habitat Penang Hill,"The Habitat Penang Hill provides the most authentic, diverse and educational Malaysian rainforest experience. Reconnect with nature in its purest form as you immerse yourself in our 130-million year old rainforest. Starting at","the forest floor, our Naturalists will take you on a journey along our Nature Trail to explore the myriad of flora and fauna – plants, trees, insects, birds, reptiles, and mammals that call The Habitat home. Explore the biodiversity of the rainforest canopy on our 230m Langur Way Canopy Walk. Visit Curtis Crest Tree Top Walk at the top of Penang Hill, and embrace the 360-degree panoramic views of Penang Island from the highest viewing point of Penang. Our Shop on the Hill carries educational and ethically produced merchandise themed around all things nature and culture. Finish at our Habitat Café with refreshments ranging from artisanal coffee,and gourmet cakes. Discover a different side of Penang Hill.",5.4256058,100.2679285,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac27b82385471%3A0x2974f8d6b01c821b!2sThe%20Habitat%20Penang%20Hill!5e0!3m2!1sms!2smy!4v1729918427509!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","C7G9+69, Bukit Bendera, 11300 Bukit Bendera, Pulau Pinang",9 am - 9 pm,9 am - 9 pm,9 am - 9 pm,9 am - 9 pm,9 am - 9 pm,9 am - 9 pm,9 am - 9 pm,019-6457741,Nature and Scenery,"Standard Entrance Pass: from RM 60
Family Combo (Entrance Pass): from RM 60
Forest Bathing: from RM 100",Indoor&Outdoor,4.4,http://thehabitat.my/,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/fb/10/15/the-habitat-penang-hill.jpg?w=1200&h=-1&s=1,1,18/11/2024 14:55,1
19,Entopia by Penang Butterfly Farm,"Opened in 1986, the Penang Butterfly Farm – located in Teluk Bahang – is one of Penang’s best known and most popular tourist attractions. The eight-hectare butterfly sanctuary houses an impressively varied collection of","butterfly species as well as an assortment of other insects. The farm sits at the foot of the Teluk Bahang hills – between the Taman Rimba Park and Teluk Bahang village. It features more than 4,000 butterflies from more than 120 groups as well as other insects and reptiles.",5.4470969,100.2151017,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae858a51c78f3%3A0x78cc63e455e38b1f!2sEntopia%20Taman%20Rama-Rama!5e0!3m2!1sms!2smy!4v1729918453535!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","830, Jalan Teluk Bahang, Teluk Bahang, 11050 Tanjung Bungah, Pulau Pinang",9 am - 5 pm,9 am - 5 pm,Closed,9 am - 5 pm,9 am - 5 pm,9 am - 5 pm,9 am - 5 pm,04-8888111,Nature and Scenery,"Adult
(13 years old & above)        
- Standard @ RM75        
- MyKad @ RM65

Child
(4 to 12 years old)        
- Standard @ RM55        
- MyKad @ RM45

Senior Citizen
(60 years old & above)        
- Standard @ RM55        
- MyKad @ RM45

Family Package Deal
(walk-in only):
2 Adults + 2 Children       
- Standard @ RM238       
- MyKad @ RM202

Family Package Deal
(walk-in only):
2 Adults + 3 Children      
- Standard @ RM282        
- MyKad @ RM238

Family Package Deal
(walk-in only):
2 Adults + 4 Children       
- Standard @ RM326        
- MyKad @ RM274

Family Package Deal
(walk-in only):
2 Adults + 5 Children        
- Standard @ RM370        
- MyKad @ RM310

Family Package Deal
(walk-in only):
2 Adults + 6 Children        
- Standard @ RM414        
- MyKad @ RM346",Indoor&Outdoor,4.4,http://www.entopia.com/,https://www.entopia.com/wp-content/uploads/2017/05/website-main-copy.jpg,1,19/11/2024 14:55,1
20,"Penang Botanic Gardens
","The Penang Botanic Gardens, more popularly known as Waterfall Gardens, was established by the British way back in 1884 from an old granite quarry site. It lies in a deep valley, at the foot of 366 feet jungle-clad hills, bound","by evergreen tropical rain forests, divided by a cascading stream that meanders through a sprawling 29 hectares of prime and undulating grounds. Its lush greenery and tranquil setting make it a favorite park and a popular tourist attraction. It is Penang's unique natural heritage, being the only one of its kind in Malaysia. Besides, being a repository of flora & unique to the country and to the region, it serves as a ""green lung"" for Metropolitan Penang.",5.438894,100.2891828,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac2f120e2e059%3A0x1f53d03f378d3c3b!2sTaman%20Botani%20Pulau%20Pinang!5e0!3m2!1sms!2smy!4v1729918514509!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Kompleks Pentadbiran,Bangunan Pavilion, Jalan Kebun Bunga, 10350 George Town, Pulau Pinang",6:30 am - 7 pm,6:30 am - 7 pm,6:30 am - 7 pm,6:30 am - 7 pm,6:30 am - 7 pm,6:30 am - 7 pm,6:30 am - 7 pm,04-226 4401,Nature and Scenery,Free,Outdoor,4.5,http://botanicalgardens.penang.gov.my/,https://penangbridge.com.my/wp-content/uploads/2018/08/Penang-Botanical-Gardens.jpg,1,20/11/2024 14:55,1
21,"Batu Ferringhi Beach
","Batu Feringghi is a resort strip with white sandy beaches. There are a number of large and luxurious Batu Feringghi hotels. They are Hard Rock Hotel, Golden Sands Resort, Bayview Beach Resort and more. Batu Feringghi is indeed","an ideal place for a great relaxing vacation, nothing but a getaway from cities, exclusively for urbanites.

There are a lot of activities that can be done during the visit to Batu Feringghi. They are mostly water sports activities, such as canoeing and sailing. Apart from them, one can experience horse riding along the beach or just simply strolling and enjoying the cool breeze.

Feringghi Garden is the best place to dine in for all visitors. This restaurant has been the talk of the town for months. The environment is romantic with interesting outdoor sitting. The food offered is capable in tantalizing your taste buds and the prices are affordable. There is a nearby attraction that you should pay a visit to Pantai Teluk Bahang Penang. There, you can enjoy the tranquility of nature with breezing wind. Besides, there are museum and park that worth a visit.",5.4728053,100.2453354,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae80856dc49ed%3A0x290819646728a690!2sPantai%20Batu%20Ferringhi!5e0!3m2!1sms!2smy!4v1729918535959!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Jalan Batu Ferringhi Batu Ferringhi, 11100 George Town, Pulau Pinang",Open,Open,Open,Open,Open,Open,Open,-,Nature and Scenery,Free,Outdoor,4.3,-,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/4d/87/bc/batu-ferringhi-beach.jpg?w=1200&h=-1&s=1,1,21/11/2024 14:55,1
22,Teluk Bahang Beach,"Teluk Bahang is once a quiet, isolated fishing village. Its beach is idyllic with white fine sand and cool water. These features are what attract tourists from all different countries. The beach offers more green compared to o","ther beaches in Penang. It possesses a serenity environment. Sitting by the beach, waiting for the sun to set is the best thing to do at Teluk Bahang Beach. However, it is not suitable to swim at the sea of this very beach due to the presence of jellyfishes.

Apart from the amazing beach, there are more attractions in Teluk Bahang. They are Tropical Spice Garden, Penang National Park,Batik Factory, Penang Forestry Museum and Penang Butterfly Farm. Penang Butterfly Farm features insects and plants, not to mention the various species of butterflies. You can stay in Batu Feringghi Hotel if you plan to visit Teluk Bahang Beach as a one day trip.",5.4617209,100.2176701,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae862fa0f3e4b%3A0xbd108ae34940e365!2sTeluk%20Bahang%20Beach!5e0!3m2!1sms!2smy!4v1729918553711!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","SBLH 3592 Persisiran Pantai Hujung Batu, Jalan Teluk Bahang, Teluk Bahang, 11050, Pulau Pinang",Closed,10 am – 10 pm,Closed,Closed,Open,10 am – 8 pm,10 am – 8 pm,016-3968863,Nature and Scenery,Free,Outdoor,4.5,-,https://penang.attractionsinmalaysia.com/img/photoState/penang/TelukBahang%20Beach/6.jpg,1,22/11/2024 14:55,1
23,Kerachut Beach (Pantai Keracut),"Pantai Kerachut or Kerachut Beach is a lovely stretch of white sandy beach located in the Penang National Park on Penang Island and is home to the Penang Turtle Sanctuary, which is located just behind the beach. There is also","a very rare meromictic lake here (a lake of two layers of salt and fresh water that don't mix) but to be honest, you can't really see that much, just looks like any other lake and sometimes the lake is totally empty. With such a beautiful beach and especially if just walked through the rainforest and are hot and sweaty, you may be tempted to take a swim.",5.4511522,100.1828342,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae8c637096e4b%3A0x324eb735e7be8c30!2sPantai%20Kerachut!5e0!3m2!1sms!2smy!4v1729918580230!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Teluk Bahang, Tanjung Bungah, Pulau Pinang",Open,Open,Open,Open,Open,Open,Open,010-3368958,Nature and Scenery,Free,Outdoor,4.5,-,https://theperpetualsaturday.com/wp-content/uploads/2020/03/turtlebeach_7.jpg?w=720,1,23/11/2024 14:55,1
24,Monkey Beach,"A 90-minute walk from Penang National Park’s main gate, Monkey Beach is a scenic beach featuring water sports, wild monkeys and the authentic beach-getaway experience complete with fresh coconut water. After an eventful day","at the beach, hop on a speed boat for a small fee to return in style.",5.471075,100.1870593,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ae8a19dcbc2e9%3A0xc588a54c73d055ed!2sMonkey%20Beach!5e0!3m2!1sms!2smy!4v1729918593919!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Jalan Hassan Abas, Teluk Bahang, 11050 Tanjung Bungah, Pulau Pinang",Open,Open,Open,Open,Open,Open,Open,-,Nature and Scenery,Free,Outdoor,3.9,-,https://j6m3f5v5.rocketcdn.me/wp-content/uploads/2023/11/monkey-beach-thailand-1024x683.jpg,1,24/11/2024 14:55,1
25,Tanjung Bungah Beach,"Tanjung Bungah is used to known as a quiet fishing village, until it is filled with tourists and locals who work in the hotel nearby. Tanjung Bungah Hotels are far more affordable than Batu Feringghi hotels and Georgetown hote","ls. Penang Water Sports Centre is based in Tanjung Bungah and so, water sports such as kayak and boat are very popular there. One of the tourist's attractions there is the Penang Toy Museum. It is renowned as the world's largest toy museum with more than 100,000 toy collections.",5.4680297,100.2891246,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac353adafc087%3A0x1bb336a88c2d2b04!2sTanjung%20Bungah%20Beach!5e0!3m2!1sms!2smy!4v1729918607558!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","11200 Tanjung Bungah, Pulau Pinang",Open,Open,Open,Open,Open,Open,Open,-,Nature and Scenery,Free,Outdoor,4.5,-,https://penang.attractionsinmalaysia.com/img/photoState/penang/TanjungBungah/2.jpg,1,25/11/2024 14:55,1
26,Penang Municipal Park (Youth park),"Nestled in the heart of Penang Island, the Penang Municipal Park or Youth Park, also known as Taman Perbandaran Pulau Pinang, offers a serene escape into nature's embrace. It was Opened in 1972 and is located near Penang Botan","ic Garden. This verdant sanctuary, rich in biodiversity and meticulously maintained landscapes, serves as an ideal destination for tourists seeking both tranquility and adventure. Its strategic location, easily accessible from George Town, makes it a convenient spot for visitors eager to explore Penang's natural beauty.

The park sprawls over 172 acres, providing ample space for a myriad of activities. Visitors can immerse themselves in the lush greenery by taking a leisurely stroll along well-marked trails. These paths meander through various sections of the park, revealing diverse flora and fauna that thrive in this tropical environment. The meticulously curated gardens, adorned with vibrant flowers and rare plants, offer a picturesque setting for photography enthusiasts.

One of the park's standout features is the cascading waterfall, which provides a refreshing respite from the tropical heat. The sound of water tumbling over rocks creates a soothing ambiance, perfect for those looking to unwind. Nearby, the lily pond, with its serene waters and blooming lilies, adds to the park's tranquil charm. For families, the well-equipped playgrounds and picnic areas offer spaces to relax and enjoy quality time together.

Fitness enthusiasts will find the Penang Municipal Park particularly appealing. The park boasts a range of facilities designed to promote physical well-being. Outdoor gym equipment is strategically placed throughout the park, encouraging visitors to engage in strength training and cardiovascular exercises amidst nature. The jogging and cycling tracks, shaded by towering trees, provide an invigorating environment for workouts. Additionally, the park regularly hosts tai chi and yoga sessions, blending physical fitness with mental relaxation.

Wildlife enthusiasts will be delighted by the diverse species inhabiting the park. Birdwatchers can spot various avian species, including kingfishers, sunbirds, and even the elusive hornbill. The park's ponds and streams are home to amphibians and fish, adding to the rich biodiversity. Educational signage throughout the park provides information about the local ecosystem, enhancing the visitor experience.

Sustainability and conservation are key priorities at the Penang Municipal Park. The park management employs eco-friendly practices, including waste segregation and recycling initiatives. Visitors are encouraged to participate in these efforts by disposing of waste responsibly and minimizing their environmental footprint. The park also serves as a venue for environmental awareness programs and workshops, fostering a deeper appreciation for nature among the community and tourists alike.

The Penang Municipal Park is more than just a recreational space; it is a testament to the harmonious coexistence of urban life and nature. Whether you are seeking a peaceful retreat, an active day out, or an educational experience, the park caters to diverse interests and preferences. Its commitment to conservation, coupled with its array of amenities, makes it a must-visit destination for tourists exploring Penang.",5.429348,100.29742,"https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2031864.6528244158!2d99.036798025!3d5.9275793588208225!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x304ac25643561dc5%3A0x45c9977e39d85cde!2sTaman%20Belia!5e0!3m2!1sms!2smy!4v1729918641090!5m2!1sms!2smy"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade","Persiaran Kuari, Pulau Tikus, 10450 George Town, Pulau Pinang",6 am – 8 pm,6 am – 8 pm,6 am – 5:30 pm,6 am – 5:30 pm,7 am – 5:30 pm,6 am – 7 pm,6 am – 7 pm,"04-2270618
014-2498611",Nature and Scenery,Free,Outdoor,4.5,-,https://mypenang.gov.my/uploads/directory/1416/images/DSCF4213.jpg,1,26/11/2024 14:55,1
